payment_id,order_id,payment_date,amount_cents,channel
PM-000513,O-00116,2025-07-21,48166,Mobile money
PM-000514,O-00116,2025-06-21,78723,Mobile money
PM-000515,O-00116,2025-10-25,89423,Mobile money
PM-000516,O-00117,2025-09-14,57569,Bank deposit
PM-000517,O-00117,2025-09-30,50051,Mobile money
PM-000518,O-00117,2025-11-02,28573,Mobile money
PM-000519,O-00117,2026-01-14,36814,Mobile money
PM-000520,O-00118,2025-09-01,15304,Mobile money
PM-000521,O-00118,2025-12-19,26147,Cash at site
PM-000522,O-00118,2026-03-02,23283,Mobile money
PM-000523,O-00119,2025-05-02,300910,Mobile money
PM-000524,O-00119,2025-08-27,187886,Mobile money
PM-000525,O-00120,2025-08-02,59252,Cash at site
PM-000526,O-00120,2025-09-23,79435,Bank deposit
PM-000527,O-00120,2025-10-29,111782,Mobile money
PM-000528,O-00120,2025-11-28,93337,Bank deposit
PM-000529,O-00120,2026-01-27,74114,Bank deposit
PM-000530,O-00120,2025-11-23,99227,Mobile money
PM-000531,O-00121,2025-02-17,70446,Cash at site
PM-000532,O-00121,2025-03-20,61426,Bank deposit
PM-000533,O-00121,2025-06-01,54549,Mobile money
PM-000534,O-00121,2025-06-26,83310,Mobile money
PM-000535,O-00121,2025-08-11,105950,Bank deposit
PM-000536,O-00121,2025-09-22,68022,Mobile money
PM-000537,O-00122,2026-03-27,243375,Bank deposit
PM-000538,O-00122,2026-05-02,234569,Mobile money
PM-000539,O-00122,2026-06-11,164452,Mobile money
PM-000540,O-00122,2026-06-03,244476,Mobile money
PM-000541,O-00122,2026-07-29,113479,Mobile money
PM-000542,O-00122,2026-08-28,240365,Bank deposit
PM-000543,O-00123,2026-03-31,445571,Cash at site
PM-000544,O-00123,2026-05-11,441243,Bank deposit
PM-000545,O-00123,2026-05-13,309048,Mobile money
PM-000546,O-00123,2026-07-14,256397,Cash at site
PM-000547,O-00123,2026-10-24,305946,Mobile money
PM-000548,O-00124,2025-03-16,463795,Cash at site
PM-000549,O-00124,2025-04-29,391308,Cash at site
PM-000550,O-00124,2025-05-13,216555,Mobile money
PM-000551,O-00124,2025-06-19,297113,Mobile money
PM-000552,O-00125,2025-09-25,523324,Bank deposit
PM-000553,O-00125,2025-12-09,274613,Mobile money
PM-000554,O-00125,2025-11-26,622598,Mobile money
PM-000555,O-00126,2025-03-05,277571,Cash at site
PM-000556,O-00126,2025-06-10,500874,Mobile money
PM-000557,O-00126,2025-08-13,380875,Mobile money
PM-000558,O-00126,2025-10-21,403358,Mobile money
PM-000559,O-00127,2026-03-03,6928,Mobile money
PM-000560,O-00127,2026-03-28,6522,Bank deposit
PM-000561,O-00127,2026-05-06,9312,Bank deposit
PM-000562,O-00127,2026-04-28,11252,Mobile money
PM-000563,O-00127,2026-05-10,7496,Mobile money
PM-000564,O-00127,2026-08-05,12245,Bank deposit
PM-000565,O-00128,2025-07-30,171245,Bank deposit
PM-000566,O-00128,2025-09-30,158418,Cash at site
PM-000567,O-00128,2025-10-12,153353,Cash at site
PM-000568,O-00128,2025-09-27,262185,Mobile money
PM-000569,O-00128,2026-02-03,110917,Cash at site
PM-000570,O-00128,2026-03-06,213654,Mobile money
PM-000571,O-00129,2026-03-17,88879,Mobile money
PM-000572,O-00129,2026-03-28,72730,Mobile money
PM-000573,O-00129,2026-07-31,103798,Mobile money
PM-000574,O-00129,2026-10-30,84254,Mobile money
PM-000575,O-00130,2025-10-18,673943,Cash at site
PM-000576,O-00130,2026-03-14,476660,Mobile money
PM-000577,O-00131,2025-04-24,353851,Cash at site
PM-000578,O-00131,2025-07-07,314741,Mobile money
PM-000579,O-00131,2025-08-17,283785,Mobile money
PM-000580,O-00132,2026-03-18,237502,Mobile money
PM-000581,O-00132,2026-04-06,232735,Mobile money
PM-000582,O-00132,2026-06-19,360646,Mobile money
PM-000583,O-00132,2026-07-09,281580,Bank deposit
PM-000584,O-00132,2026-08-18,164260,Bank deposit
PM-000585,O-00133,2025-03-14,220897,Bank deposit
PM-000586,O-00133,2025-05-17,112102,Cash at site
PM-000587,O-00133,2025-07-06,241990,Mobile money
PM-000588,O-00133,2025-06-24,117127,Mobile money
PM-000589,O-00133,2025-06-07,271795,Mobile money
PM-000590,O-00134,2025-09-11,277298,Mobile money
PM-000591,O-00134,2025-09-13,221769,Bank deposit
PM-000592,O-00134,2025-11-12,438245,Mobile money
PM-000593,O-00134,2025-12-10,435792,Mobile money
PM-000594,O-00134,2026-02-09,442124,Mobile money
PM-000595,O-00134,2026-01-15,304815,Cash at site
PM-000596,O-00135,2026-05-17,664216,Cash at site
PM-000597,O-00135,2026-09-10,1506487,Mobile money
PM-000598,O-00136,2025-04-08,482903,Bank deposit
PM-000599,O-00136,2025-06-13,503088,Mobile money
PM-000600,O-00136,2025-06-01,388151,Mobile money
PM-000601,O-00136,2025-08-22,485234,Cash at site
PM-000602,O-00137,2025-09-10,380384,Mobile money
PM-000603,O-00137,2025-10-07,343052,Bank deposit
PM-000604,O-00137,2025-11-29,268891,Bank deposit
PM-000605,O-00137,2025-11-05,319014,Mobile money
PM-000606,O-00137,2025-12-04,555142,Mobile money
PM-000607,O-00138,2026-04-09,428341,Mobile money
PM-000608,O-00138,2026-06-06,249967,Mobile money
PM-000609,O-00138,2026-10-17,458123,Cash at site
PM-000610,O-00139,2025-09-19,29063,Mobile money
PM-000611,O-00139,2025-10-06,50659,Mobile money
PM-000612,O-00139,2026-02-20,25981,Mobile money
PM-000613,O-00140,2026-04-16,1320381,Bank deposit
PM-000614,O-00140,2026-06-13,1486569,Cash at site
PM-000615,O-00141,2025-03-12,181319,Mobile money
PM-000616,O-00141,2025-04-28,270239,Mobile money
PM-000617,O-00141,2025-04-15,188605,Mobile money
PM-000618,O-00141,2025-07-04,176363,Mobile money
PM-000619,O-00141,2025-08-13,127512,Cash at site
PM-000620,O-00141,2025-10-07,247746,Mobile money
PM-000621,O-00142,2025-08-10,211340,Bank deposit
PM-000622,O-00142,2025-10-08,202474,Cash at site
PM-000623,O-00142,2025-11-06,97489,Cash at site
PM-000624,O-00142,2025-10-10,119251,Mobile money
PM-000625,O-00142,2026-03-26,162658,Mobile money
PM-000626,O-00143,2025-04-24,229304,Mobile money
PM-000627,O-00143,2025-06-12,329217,Mobile money
PM-000628,O-00143,2025-06-07,343258,Bank deposit
PM-000629,O-00143,2025-08-13,281440,Mobile money
PM-000630,O-00144,2025-10-25,622200,Bank deposit
PM-000631,O-00144,2025-12-20,818536,Cash at site
PM-000632,O-00145,2026-02-09,274770,Mobile money
PM-000633,O-00145,2026-02-26,320374,Mobile money
PM-000634,O-00145,2026-04-07,299440,Cash at site
PM-000635,O-00145,2026-05-22,341971,Bank deposit
PM-000636,O-00145,2026-05-09,620315,Mobile money
PM-000637,O-00145,2026-08-30,296293,Cash at site
PM-000638,O-00145,2026-07-07,538974,Mobile money
PM-000639,O-00146,2026-04-01,189115,Mobile money
PM-000640,O-00146,2026-04-08,169042,Mobile money
PM-000641,O-00146,2026-06-09,139517,Mobile money
PM-000642,O-00146,2026-07-25,69280,Bank deposit
PM-000643,O-00146,2026-06-28,89542,Bank deposit
PM-000644,O-00146,2026-07-12,160355,Mobile money
PM-000645,O-00147,2025-03-12,26675,Mobile money
PM-000646,O-00147,2025-04-21,20695,Mobile money
PM-000647,O-00147,2025-04-25,23532,Bank deposit
PM-000648,O-00147,2025-06-06,18223,Bank deposit
PM-000649,O-00147,2025-06-06,22457,Bank deposit
PM-000650,O-00147,2025-07-17,11504,Mobile money
PM-000651,O-00147,2025-11-02,19626,Cash at site
PM-000652,O-00148,2025-08-16,150552,Bank deposit
PM-000653,O-00148,2025-09-20,81633,Cash at site
PM-000654,O-00148,2025-10-30,86959,Bank deposit
PM-000655,O-00148,2025-11-29,116786,Mobile money
PM-000656,O-00148,2025-11-22,93858,Bank deposit
PM-000657,O-00148,2025-12-08,176782,Cash at site
PM-000658,O-00149,2025-04-08,508735,Cash at site
PM-000659,O-00149,2025-05-11,993809,Bank deposit
PM-000660,O-00149,2025-07-13,661117,Mobile money
PM-000661,O-00149,2025-06-23,547327,Cash at site
PM-000662,O-00150,2025-09-02,124650,Cash at site
PM-000663,O-00150,2025-09-07,124951,Cash at site
PM-000664,O-00150,2025-11-07,185144,Mobile money
PM-000665,O-00150,2025-10-27,104651,Mobile money
PM-000666,O-00150,2026-01-15,176822,Cash at site
PM-000667,O-00150,2026-02-03,141046,Mobile money
PM-000668,O-00150,2026-03-22,156448,Mobile money
PM-000669,O-00151,2026-05-11,860076,Bank deposit
PM-000670,O-00151,2026-10-24,844044,Mobile money
PM-000671,O-00152,2025-08-12,217705,Mobile money
PM-000672,O-00152,2025-09-30,229275,Cash at site
PM-000673,O-00152,2025-10-25,223426,Bank deposit
PM-000674,O-00152,2025-12-07,168137,Cash at site
PM-000675,O-00152,2025-11-22,150268,Cash at site
PM-000676,O-00152,2026-02-05,205797,Mobile money
PM-000677,O-00153,2025-03-23,403529,Bank deposit
PM-000678,O-00153,2025-04-29,460806,Cash at site
PM-000679,O-00153,2025-07-08,186490,Cash at site
PM-000680,O-00153,2025-05-30,443314,Mobile money
PM-000681,O-00153,2025-08-29,282209,Bank deposit
PM-000682,O-00154,2026-06-07,833877,Cash at site
PM-000683,O-00154,2026-08-30,1319771,Cash at site
PM-000684,O-00155,2026-03-11,357479,Mobile money
PM-000685,O-00155,2026-05-10,461261,Mobile money
PM-000686,O-00155,2026-06-14,334671,Mobile money
PM-000687,O-00155,2026-05-24,272399,Mobile money
PM-000688,O-00155,2026-08-04,385554,Mobile money
PM-000689,O-00155,2026-09-09,647405,Mobile money
PM-000690,O-00156,2026-05-25,1229858,Bank deposit
PM-000691,O-00156,2026-09-05,946494,Mobile money
PM-000692,O-00157,2025-09-09,107381,Bank deposit
PM-000693,O-00157,2025-10-18,150093,Bank deposit
PM-000694,O-00157,2026-01-13,159308,Bank deposit
PM-000695,O-00158,2026-02-22,81002,Cash at site
PM-000696,O-00158,2026-04-07,123882,Mobile money
PM-000697,O-00158,2026-04-24,77215,Mobile money
PM-000698,O-00158,2026-05-01,92074,Mobile money
PM-000699,O-00158,2026-05-09,87885,Mobile money
PM-000700,O-00158,2026-05-17,211714,Mobile money
PM-000701,O-00158,2026-08-06,115977,Bank deposit
PM-000702,O-00159,2026-05-06,625980,Cash at site
PM-000703,O-00159,2026-05-06,505065,Mobile money
PM-000704,O-00159,2026-07-29,400482,Cash at site
PM-000705,O-00160,2026-03-08,82719,Mobile money
PM-000706,O-00160,2026-04-04,78142,Mobile money
PM-000707,O-00160,2026-05-29,81421,Bank deposit
PM-000708,O-00160,2026-05-06,101856,Mobile money
PM-000709,O-00160,2026-08-21,65353,Cash at site
PM-000710,O-00160,2026-06-08,71112,Mobile money
PM-000711,O-00161,2025-08-11,40175,Cash at site
PM-000712,O-00161,2025-10-20,33884,Bank deposit
PM-000713,O-00161,2025-09-20,43012,Mobile money
PM-000714,O-00161,2025-12-30,16575,Mobile money
PM-000715,O-00161,2026-02-02,36141,Cash at site
PM-000716,O-00162,2025-04-05,389439,Mobile money
PM-000717,O-00162,2025-06-25,231912,Mobile money
PM-000718,O-00162,2025-07-12,248351,Mobile money
PM-000719,O-00164,2026-03-15,130223,Bank deposit
PM-000720,O-00164,2026-04-24,126830,Mobile money
PM-000721,O-00164,2026-05-09,99198,Bank deposit
PM-000722,O-00164,2026-06-21,81611,Mobile money
PM-000723,O-00164,2026-07-18,98566,Cash at site
PM-000724,O-00164,2026-08-03,48515,Cash at site
PM-000725,O-00165,2025-04-12,335941,Bank deposit
PM-000726,O-00165,2025-07-07,238951,Bank deposit
PM-000727,O-00165,2025-07-03,468877,Mobile money
PM-000728,O-00166,2026-03-13,309588,Cash at site
PM-000729,O-00166,2026-04-28,294026,Mobile money
PM-000730,O-00166,2026-05-02,150686,Bank deposit
PM-000731,O-00166,2026-05-15,224114,Mobile money
PM-000732,O-00166,2026-08-13,187451,Mobile money
PM-000733,O-00166,2026-06-30,288132,Mobile money
PM-000734,O-00167,2025-08-29,540704,Bank deposit
PM-000735,O-00167,2025-10-27,432216,Cash at site
PM-000736,O-00167,2025-09-29,529423,Mobile money
PM-000737,O-00167,2025-12-21,409648,Mobile money
PM-000738,O-00167,2025-11-25,761057,Cash at site
PM-000739,O-00168,2025-02-16,225568,Bank deposit
PM-000740,O-00168,2025-04-01,336464,Mobile money
PM-000741,O-00168,2025-07-09,239188,Mobile money
PM-000742,O-00168,2025-04-30,401559,Cash at site
PM-000743,O-00168,2025-09-01,232565,Mobile money
PM-000744,O-00169,2026-03-05,209959,Cash at site
PM-000745,O-00169,2026-05-27,130898,Mobile money
PM-000746,O-00169,2026-07-01,160981,Bank deposit
PM-000747,O-00169,2026-10-17,102777,Mobile money
PM-000748,O-00170,2025-08-16,215697,Mobile money
PM-000749,O-00170,2025-09-07,327700,Bank deposit
PM-000750,O-00170,2025-10-31,331335,Bank deposit
PM-000751,O-00170,2025-10-18,352141,Mobile money
PM-000752,O-00170,2025-11-13,314082,Mobile money
PM-000753,O-00170,2025-12-14,302369,Cash at site
PM-000754,O-00170,2026-01-29,328936,Bank deposit
PM-000755,O-00171,2025-03-09,213668,Mobile money
PM-000756,O-00171,2025-06-10,291668,Bank deposit
PM-000757,O-00171,2025-08-14,258159,Mobile money
PM-000758,O-00171,2025-09-10,250956,Mobile money
PM-000759,O-00172,2025-03-28,112183,Cash at site
PM-000760,O-00172,2025-04-22,192647,Cash at site
PM-000761,O-00172,2025-06-27,202374,Bank deposit
PM-000762,O-00172,2025-08-25,176411,Bank deposit
PM-000763,O-00172,2025-07-22,79880,Mobile money
PM-000764,O-00173,2025-09-09,477850,Mobile money
PM-000765,O-00173,2025-09-14,240813,Cash at site
PM-000766,O-00173,2025-11-11,207913,Cash at site
PM-000767,O-00173,2025-10-19,251998,Mobile money
PM-000768,O-00173,2026-02-05,397972,Cash at site
PM-000769,O-00173,2026-02-21,519715,Mobile money
PM-000770,O-00174,2026-04-08,616562,Mobile money
PM-000771,O-00174,2026-04-30,368153,Mobile money
PM-000772,O-00174,2026-05-10,359213,Cash at site
PM-000773,O-00174,2026-09-13,515422,Bank deposit
PM-000774,O-00175,2025-09-30,229908,Mobile money
PM-000775,O-00175,2025-12-01,313428,Mobile money
PM-000776,O-00175,2025-11-04,252267,Bank deposit
PM-000777,O-00176,2025-03-24,458032,Bank deposit
PM-000778,O-00176,2025-03-28,427243,Cash at site
PM-000779,O-00176,2025-05-08,188100,Bank deposit
PM-000780,O-00176,2025-05-11,343031,Mobile money
PM-000781,O-00176,2025-06-21,279974,Mobile money
PM-000782,O-00177,2026-02-20,185151,Mobile money
PM-000783,O-00177,2026-04-20,100628,Mobile money
PM-000784,O-00177,2026-05-05,176133,Mobile money
PM-000785,O-00177,2026-04-29,163774,Bank deposit
PM-000786,O-00177,2026-08-24,155809,Bank deposit
PM-000787,O-00177,2026-07-19,133915,Cash at site
PM-000788,O-00178,2025-09-02,142252,Bank deposit
PM-000789,O-00178,2025-09-15,119537,Bank deposit
PM-000790,O-00178,2025-12-07,142299,Mobile money
PM-000791,O-00178,2026-01-28,119605,Mobile money
PM-000792,O-00178,2026-03-19,83151,Mobile money
PM-000793,O-00179,2026-04-22,226902,Mobile money
PM-000794,O-00179,2026-05-22,204113,Cash at site
PM-000795,O-00179,2026-10-28,289094,Cash at site
PM-000796,O-00180,2025-03-20,316093,Cash at site
PM-000797,O-00180,2025-05-09,446942,Bank deposit
PM-000798,O-00180,2025-05-15,480414,Cash at site
PM-000799,O-00180,2025-08-23,676746,Mobile money
PM-000800,O-00180,2025-07-14,448086,Mobile money
PM-000801,O-00181,2026-03-02,123217,Bank deposit
PM-000802,O-00181,2026-04-04,140522,Mobile money
PM-000803,O-00181,2026-05-04,126524,Mobile money
PM-000804,O-00181,2026-08-06,139735,Mobile money
PM-000805,O-00181,2026-06-07,93292,Mobile money
PM-000806,O-00181,2026-08-16,89158,Cash at site
PM-000807,O-00182,2026-03-23,1081446,Mobile money
PM-000808,O-00182,2026-05-19,1456280,Mobile money
PM-000809,O-00182,2026-05-22,760589,Mobile money
PM-000810,O-00182,2026-09-23,987799,Cash at site
PM-000811,O-00183,2025-10-24,1153158,Mobile money
PM-000812,O-00183,2026-03-08,561621,Mobile money
PM-000813,O-00184,2025-03-16,76452,Bank deposit
PM-000814,O-00184,2025-05-03,91357,Mobile money
PM-000815,O-00184,2025-06-16,127180,Bank deposit
PM-000816,O-00184,2025-06-24,118870,Cash at site
PM-000817,O-00184,2025-05-26,138029,Cash at site
PM-000818,O-00184,2025-09-23,76035,Mobile money
PM-000819,O-00185,2026-04-08,230844,Mobile money
PM-000820,O-00185,2026-06-11,461790,Bank deposit
PM-000821,O-00185,2026-10-12,248509,Mobile money
PM-000822,O-00186,2025-08-30,190394,Bank deposit
PM-000823,O-00186,2025-09-23,175278,Bank deposit
PM-000824,O-00186,2025-11-13,224232,Mobile money
PM-000825,O-00186,2026-01-08,255704,Mobile money
PM-000826,O-00186,2026-02-13,140645,Bank deposit
PM-000827,O-00186,2025-12-07,184455,Bank deposit
PM-000828,O-00187,2025-09-25,873200,Mobile money
PM-000829,O-00187,2026-01-01,624316,Mobile money
PM-000830,O-00188,2026-03-31,395232,Mobile money
PM-000831,O-00188,2026-04-05,427415,Mobile money
PM-000832,O-00188,2026-06-16,558477,Mobile money
PM-000833,O-00188,2026-05-11,477650,Cash at site
PM-000834,O-00188,2026-11-03,235169,Bank deposit
PM-000835,O-00189,2025-10-13,1160071,Bank deposit
PM-000836,O-00189,2025-11-28,816300,Cash at site
PM-000837,O-00189,2026-02-25,710376,Mobile money
PM-000838,O-00190,2025-03-26,389363,Cash at site
PM-000839,O-00190,2025-05-14,348407,Mobile money
PM-000840,O-00190,2025-05-16,753982,Mobile money
PM-000841,O-00190,2025-07-18,313312,Bank deposit
PM-000842,O-00190,2025-10-08,617200,Bank deposit
PM-000843,O-00191,2025-03-13,536927,Mobile money
PM-000844,O-00191,2025-04-03,556579,Mobile money
PM-000845,O-00191,2025-05-16,461843,Bank deposit
PM-000846,O-00191,2025-05-07,270047,Mobile money
PM-000847,O-00191,2025-05-15,313646,Bank deposit
PM-000848,O-00191,2025-08-08,725341,Mobile money
PM-000849,O-00192,2026-03-13,134004,Mobile money
PM-000850,O-00192,2026-03-19,90208,Cash at site
PM-000851,O-00192,2026-04-19,163720,Mobile money
PM-000852,O-00192,2026-07-13,77885,Mobile money
PM-000853,O-00192,2026-06-24,112362,Cash at site
PM-000854,O-00192,2026-06-18,166007,Mobile money
PM-000855,O-00192,2026-10-29,94702,Mobile money
PM-000856,O-00193,2025-08-14,305114,Mobile money
PM-000857,O-00193,2025-10-07,492873,Cash at site
PM-000858,O-00193,2025-11-23,228828,Cash at site
PM-000859,O-00193,2025-10-16,251694,Mobile money
PM-000860,O-00193,2025-10-25,600028,Mobile money
PM-000861,O-00193,2026-01-30,302908,Cash at site
PM-000862,O-00194,2025-03-12,542989,Mobile money
PM-000863,O-00194,2025-04-05,482467,Bank deposit
PM-000864,O-00194,2025-06-30,203234,Cash at site
PM-000865,O-00194,2025-07-22,312320,Mobile money
PM-000866,O-00194,2025-06-28,485191,Bank deposit
PM-000867,O-00195,2025-09-06,231109,Mobile money
PM-000868,O-00195,2025-09-15,292933,Mobile money
PM-000869,O-00195,2025-11-15,151147,Mobile money
PM-000870,O-00195,2025-11-02,257489,Mobile money
PM-000871,O-00195,2025-12-10,247345,Cash at site
PM-000872,O-00195,2026-02-15,155008,Mobile money
PM-000873,O-00196,2026-02-13,107398,Cash at site
PM-000874,O-00196,2026-03-09,101301,Mobile money
PM-000875,O-00196,2026-05-03,112137,Bank deposit
PM-000876,O-00196,2026-06-11,83813,Cash at site
PM-000877,O-00196,2026-07-10,69268,Bank deposit
PM-000878,O-00196,2026-07-06,110861,Bank deposit
PM-000879,O-00196,2026-07-30,134041,Mobile money
PM-000880,O-00197,2026-03-31,561577,Mobile money
PM-000881,O-00197,2026-03-30,696779,Bank deposit
PM-000882,O-00197,2026-05-26,1066881,Mobile money
PM-000883,O-00197,2026-06-20,509699,Mobile money
PM-000884,O-00198,2025-02-25,76718,Mobile money
PM-000885,O-00198,2025-05-15,91357,Cash at site
PM-000886,O-00198,2025-06-13,81591,Mobile money
PM-000887,O-00198,2025-08-17,47892,Mobile money
PM-000888,O-00199,2025-09-19,256152,Mobile money
PM-000889,O-00199,2026-01-01,214311,Cash at site
PM-000890,O-00199,2025-12-30,123656,Bank deposit
PM-000891,O-00200,2026-04-07,279067,Cash at site
PM-000892,O-00200,2026-06-09,393653,Mobile money
PM-000893,O-00200,2026-08-08,453409,Bank deposit
PM-000894,O-00201,2025-03-13,216045,Cash at site
PM-000895,O-00201,2025-04-23,363009,Mobile money
PM-000896,O-00201,2025-05-05,277325,Mobile money
PM-000897,O-00201,2025-06-08,280333,Mobile money
PM-000898,O-00201,2025-08-19,178799,Cash at site
PM-000899,O-00201,2025-07-13,355051,Mobile money
PM-000900,O-00202,2026-03-19,118639,Cash at site
PM-000901,O-00202,2026-04-14,259638,Cash at site
PM-000902,O-00202,2026-04-19,204392,Mobile money
