order_id,farmer_id,season,order_date,deadline,principal_cents,service_fee_cents,total_due_cents
O-00363,F-00181,2026A,2026-01-12,2026-09-30,957000,114840,1071840
O-00364,F-00182,2025B,2025-07-04,2026-02-28,349000,41880,390880
O-00365,F-00182,2026A,2026-02-19,2026-09-30,731000,87720,818720
O-00366,F-00182,2025A,2025-02-03,2025-09-30,286000,34320,320320
O-00367,F-00183,2026A,2026-01-27,2026-09-30,936000,112320,1048320
O-00368,F-00183,2025A,2025-02-20,2025-09-30,1857500,222900,2080400
O-00369,F-00183,2025B,2025-08-01,2026-02-28,3157000,378840,3535840
O-00370,F-00184,2026A,2026-02-08,2026-09-30,1226000,147120,1373120
O-00371,F-00185,2026A,2026-02-19,2026-09-30,2745000,329400,3074400
O-00372,F-00185,2025A,2025-01-30,2025-09-30,1974000,236880,2210880
O-00373,F-00185,2025B,2025-08-03,2026-02-28,1370000,164400,1534400
O-00374,F-00186,2026A,2026-01-23,2026-09-30,2708000,324960,3032960
O-00375,F-00186,2025B,2025-08-07,2026-02-28,75500,9060,84560
O-00376,F-00186,2025A,2025-02-09,2025-09-30,964000,115680,1079680
O-00377,F-00187,2026A,2026-02-12,2026-09-30,1941000,232920,2173920
O-00378,F-00188,2025A,2025-01-29,2025-09-30,2622000,314640,2936640
O-00379,F-00189,2025A,2025-02-02,2025-09-30,1096000,131520,1227520
O-00380,F-00189,2025B,2025-07-04,2026-02-28,1983000,237960,2220960
O-00381,F-00190,2025B,2025-07-08,2026-02-28,949000,113880,1062880
O-00382,F-00191,2026A,2026-01-21,2026-09-30,3740500,448860,4189360
O-00383,F-00191,2025B,2025-08-01,2026-02-28,760000,91200,851200
O-00384,F-00191,2025A,2025-02-06,2025-09-30,1240000,148800,1388800
O-00385,F-00192,2026A,2026-01-16,2026-09-30,1740500,208860,1949360
O-00386,F-00192,2025B,2025-07-30,2026-02-28,1446000,173520,1619520
O-00387,F-00192,2025A,2025-02-22,2025-09-30,538000,64560,602560
O-00388,F-00193,2025A,2025-01-25,2025-09-30,379500,45540,425040
O-00389,F-00194,2025B,2025-07-31,2026-02-28,816000,97920,913920
O-00390,F-00195,2025A,2025-02-11,2025-09-30,2359000,283080,2642080
O-00391,F-00196,2025A,2025-01-24,2025-09-30,1369500,164340,1533840
O-00392,F-00196,2026A,2026-02-02,2026-09-30,2081500,249780,2331280
O-00393,F-00197,2026A,2026-02-09,2026-09-30,1099000,131880,1230880
O-00394,F-00197,2025A,2025-01-29,2025-09-30,2712000,325440,3037440
O-00395,F-00198,2026A,2026-01-22,2026-09-30,1920000,230400,2150400
O-00396,F-00198,2025B,2025-08-04,2026-02-28,3027000,363240,3390240
O-00397,F-00199,2025A,2025-02-22,2025-09-30,178500,21420,199920
O-00398,F-00199,2025B,2025-07-13,2026-02-28,1092500,131100,1223600
O-00399,F-00200,2025A,2025-02-01,2025-09-30,1299500,155940,1455440
O-00400,F-00201,2025B,2025-07-15,2026-02-28,424000,50880,474880
O-00401,F-00202,2026A,2026-02-04,2026-09-30,1428000,171360,1599360
O-00402,F-00202,2025B,2025-07-28,2026-02-28,462500,55500,518000
O-00403,F-00203,2025B,2025-07-28,2026-02-28,2291000,274920,2565920
O-00404,F-00203,2025A,2025-02-02,2025-09-30,706000,84720,790720
O-00405,F-00204,2026A,2026-02-03,2026-09-30,846000,101520,947520
O-00406,F-00204,2025A,2025-01-16,2025-09-30,136000,16320,152320
O-00407,F-00204,2025B,2025-07-31,2026-02-28,892000,107040,999040
O-00408,F-00205,2025A,2025-01-28,2025-09-30,334000,40080,374080
O-00409,F-00205,2026A,2026-01-18,2026-09-30,2413500,289620,2703120
O-00410,F-00206,2025B,2025-07-04,2026-02-28,3055000,366600,3421600
O-00411,F-00206,2025A,2025-02-20,2025-09-30,2783000,333960,3116960
O-00412,F-00207,2025B,2025-08-04,2026-02-28,1026000,123120,1149120
O-00413,F-00207,2025A,2025-02-13,2025-09-30,3319000,398280,3717280
O-00414,F-00208,2026A,2026-01-30,2026-09-30,884000,106080,990080
O-00415,F-00208,2025B,2025-07-14,2026-02-28,653000,78360,731360
O-00416,F-00208,2025A,2025-02-14,2025-09-30,3022000,362640,3384640
O-00417,F-00209,2026A,2026-01-28,2026-09-30,562000,67440,629440
O-00418,F-00209,2025B,2025-07-26,2026-02-28,1958000,234960,2192960
O-00419,F-00210,2025A,2025-02-10,2025-09-30,3482500,417900,3900400
O-00420,F-00210,2025B,2025-08-06,2026-02-28,1955000,234600,2189600
O-00421,F-00210,2026A,2026-02-02,2026-09-30,879000,105480,984480
O-00422,F-00211,2025B,2025-07-05,2026-02-28,1415000,169800,1584800
O-00423,F-00212,2025A,2025-02-02,2025-09-30,448000,53760,501760
O-00424,F-00212,2026A,2026-02-08,2026-09-30,197000,23640,220640
O-00425,F-00213,2025A,2025-02-05,2025-09-30,2330000,279600,2609600
O-00426,F-00213,2025B,2025-07-20,2026-02-28,655000,78600,733600
O-00427,F-00213,2026A,2026-02-01,2026-09-30,2065000,247800,2312800
O-00428,F-00214,2025B,2025-08-06,2026-02-28,3620000,434400,4054400
O-00429,F-00215,2026A,2026-02-15,2026-09-30,687000,82440,769440
O-00430,F-00215,2025A,2025-02-02,2025-09-30,152000,18240,170240
O-00431,F-00216,2025B,2025-08-06,2026-02-28,1885000,226200,2111200
O-00432,F-00216,2025A,2025-02-03,2025-09-30,2553000,306360,2859360
O-00433,F-00217,2026A,2026-02-10,2026-09-30,939500,112740,1052240
O-00434,F-00217,2025A,2025-01-23,2025-09-30,1351500,162180,1513680
O-00435,F-00218,2025A,2025-02-02,2025-09-30,2854500,342540,3197040
O-00436,F-00219,2025B,2025-07-20,2026-02-28,1431000,171720,1602720
O-00437,F-00219,2026A,2026-02-10,2026-09-30,1162000,139440,1301440
O-00438,F-00219,2025A,2025-01-15,2025-09-30,230000,27600,257600
O-00439,F-00220,2025B,2025-07-16,2026-02-28,860000,103200,963200
O-00440,F-00220,2026A,2026-01-30,2026-09-30,2881000,345720,3226720
O-00441,F-00220,2025A,2025-01-15,2025-09-30,3325000,399000,3724000
O-00442,F-00221,2025B,2025-07-07,2026-02-28,853500,102420,955920
O-00443,F-00221,2025A,2025-02-22,2025-09-30,2557000,306840,2863840
O-00444,F-00222,2025A,2025-02-20,2025-09-30,1203000,144360,1347360
O-00445,F-00222,2026A,2026-01-29,2026-09-30,1436500,172380,1608880
O-00446,F-00222,2025B,2025-07-12,2026-02-28,1673000,200760,1873760
O-00447,F-00223,2026A,2026-02-07,2026-09-30,2416500,289980,2706480
O-00448,F-00223,2025A,2025-01-22,2025-09-30,1870000,224400,2094400
O-00449,F-00223,2025B,2025-07-26,2026-02-28,761000,91320,852320
O-00450,F-00224,2025A,2025-01-20,2025-09-30,1975000,237000,2212000
O-00451,F-00225,2025A,2025-02-09,2025-09-30,1095000,131400,1226400
O-00452,F-00225,2026A,2026-02-08,2026-09-30,3289000,394680,3683680
O-00453,F-00225,2025B,2025-07-14,2026-02-28,164000,19680,183680
O-00454,F-00226,2025B,2025-07-22,2026-02-28,665500,79860,745360
O-00455,F-00226,2026A,2026-02-08,2026-09-30,328500,39420,367920
O-00456,F-00227,2025A,2025-01-18,2025-09-30,2135000,256200,2391200
O-00457,F-00228,2025A,2025-02-14,2025-09-30,2263500,271620,2535120
O-00458,F-00228,2026A,2026-01-26,2026-09-30,1605000,192600,1797600
O-00459,F-00229,2025B,2025-08-02,2026-02-28,1267500,152100,1419600
O-00460,F-00229,2025A,2025-02-07,2025-09-30,1832000,219840,2051840
O-00461,F-00229,2026A,2026-02-16,2026-09-30,1209000,145080,1354080
O-00462,F-00230,2026A,2026-02-02,2026-09-30,2306000,276720,2582720
O-00463,F-00231,2025A,2025-01-19,2025-09-30,155500,18660,174160
O-00464,F-00231,2026A,2026-01-14,2026-09-30,1364500,163740,1528240
O-00465,F-00231,2025B,2025-08-02,2026-02-28,1296000,155520,1451520
O-00466,F-00232,2025A,2025-01-18,2025-09-30,672000,80640,752640
O-00467,F-00232,2026A,2026-01-17,2026-09-30,1256000,150720,1406720
O-00468,F-00233,2026A,2026-02-20,2026-09-30,3234000,388080,3622080
O-00469,F-00234,2026A,2026-02-10,2026-09-30,492000,59040,551040
O-00470,F-00235,2025A,2025-01-28,2025-09-30,1441500,172980,1614480
O-00471,F-00236,2025B,2025-08-06,2026-02-28,2927500,351300,3278800
O-00472,F-00237,2025A,2025-01-23,2025-09-30,1701000,204120,1905120
O-00473,F-00237,2025B,2025-07-15,2026-02-28,2610000,313200,2923200
O-00474,F-00237,2026A,2026-02-01,2026-09-30,1498000,179760,1677760
O-00475,F-00238,2025B,2025-08-01,2026-02-28,2650000,318000,2968000
O-00476,F-00239,2025A,2025-02-16,2025-09-30,2559000,307080,2866080
O-00477,F-00239,2026A,2026-01-12,2026-09-30,1162500,139500,1302000
O-00478,F-00239,2025B,2025-08-05,2026-02-28,728000,87360,815360
O-00479,F-00240,2026A,2026-02-19,2026-09-30,1143500,137220,1280720
O-00480,F-00241,2025A,2025-01-18,2025-09-30,1783000,213960,1996960
O-00481,F-00241,2026A,2026-02-14,2026-09-30,1385000,166200,1551200
O-00482,F-00242,2025A,2025-02-12,2025-09-30,461000,55320,516320
O-00483,F-00242,2026A,2026-02-20,2026-09-30,2435000,292200,2727200
O-00484,F-00243,2026A,2026-01-27,2026-09-30,2490000,298800,2788800
O-00485,F-00243,2025B,2025-07-20,2026-02-28,420000,50400,470400
O-00486,F-00244,2026A,2026-01-27,2026-09-30,2247000,269640,2516640
O-00487,F-00245,2026A,2026-01-20,2026-09-30,1264000,151680,1415680
O-00488,F-00245,2025A,2025-02-24,2025-09-30,375500,45060,420560
O-00489,F-00245,2025B,2025-07-17,2026-02-28,3077500,369300,3446800
O-00490,F-00246,2025A,2025-02-19,2025-09-30,2217000,266040,2483040
O-00491,F-00246,2025B,2025-07-06,2026-02-28,1770000,212400,1982400
O-00492,F-00247,2025A,2025-01-25,2025-09-30,1304000,156480,1460480
O-00493,F-00247,2026A,2026-02-03,2026-09-30,1644000,197280,1841280
O-00494,F-00248,2025B,2025-07-07,2026-02-28,2660000,319200,2979200
O-00495,F-00248,2025A,2025-02-20,2025-09-30,615000,73800,688800
O-00496,F-00249,2026A,2026-01-15,2026-09-30,511500,61380,572880
O-00497,F-00249,2025A,2025-01-22,2025-09-30,2249000,269880,2518880
O-00498,F-00249,2025B,2025-07-03,2026-02-28,1176000,141120,1317120
O-00499,F-00250,2025A,2025-02-04,2025-09-30,2171000,260520,2431520
O-00500,F-00250,2026A,2026-01-16,2026-09-30,604000,72480,676480
O-00501,F-00250,2025B,2025-07-11,2026-02-28,1237000,148440,1385440
O-00502,F-00251,2025B,2025-07-24,2026-02-28,2460000,295200,2755200
O-00503,F-00252,2025A,2025-02-11,2025-09-30,1426000,171120,1597120
O-00504,F-00252,2026A,2026-01-18,2026-09-30,2336500,280380,2616880
O-00505,F-00252,2025B,2025-07-20,2026-02-28,1217000,146040,1363040
O-00506,F-00253,2025A,2025-02-11,2025-09-30,2915000,349800,3264800
O-00507,F-00253,2026A,2026-01-24,2026-09-30,328500,39420,367920
O-00508,F-00254,2025B,2025-08-05,2026-02-28,1077500,129300,1206800
O-00509,F-00254,2026A,2026-02-07,2026-09-30,3528000,423360,3951360
O-00510,F-00254,2025A,2025-02-01,2025-09-30,388500,46620,435120
O-00511,F-00255,2025B,2025-08-08,2026-02-28,2727000,327240,3054240
O-00512,F-00256,2026A,2026-02-19,2026-09-30,1612500,193500,1806000
O-00513,F-00257,2025A,2025-01-17,2025-09-30,2605500,312660,2918160
O-00514,F-00258,2026A,2026-01-21,2026-09-30,1050000,126000,1176000
O-00515,F-00259,2025A,2025-02-09,2025-09-30,1405000,168600,1573600
O-00516,F-00260,2025B,2025-07-21,2026-02-28,1607500,192900,1800400
O-00517,F-00260,2026A,2026-02-20,2026-09-30,972000,116640,1088640
O-00518,F-00260,2025A,2025-02-02,2025-09-30,621000,74520,695520
O-00519,F-00261,2025A,2025-02-23,2025-09-30,1940000,232800,2172800
O-00520,F-00261,2025B,2025-08-07,2026-02-28,892500,107100,999600
O-00521,F-00261,2026A,2026-01-25,2026-09-30,1160000,139200,1299200
O-00522,F-00262,2026A,2026-01-24,2026-09-30,2204000,264480,2468480
O-00523,F-00262,2025B,2025-07-06,2026-02-28,1748000,209760,1957760
O-00524,F-00263,2026A,2026-02-11,2026-09-30,1487000,178440,1665440
O-00525,F-00264,2025B,2025-07-17,2026-02-28,2491000,298920,2789920
O-00526,F-00264,2025A,2025-01-20,2025-09-30,342000,41040,383040
O-00527,F-00265,2026A,2026-01-25,2026-09-30,1199000,143880,1342880
O-00528,F-00266,2025B,2025-08-08,2026-02-28,2093000,251160,2344160
O-00529,F-00266,2026A,2026-01-13,2026-09-30,533000,63960,596960
O-00530,F-00267,2025B,2025-07-26,2026-02-28,3083000,369960,3452960
O-00531,F-00268,2025B,2025-08-05,2026-02-28,3158000,378960,3536960
O-00532,F-00269,2025A,2025-02-23,2025-09-30,372500,44700,417200
O-00533,F-00269,2025B,2025-07-11,2026-02-28,854000,102480,956480
O-00534,F-00269,2026A,2026-02-12,2026-09-30,1506000,180720,1686720
O-00535,F-00270,2025B,2025-07-27,2026-02-28,169000,20280,189280
O-00536,F-00270,2025A,2025-02-18,2025-09-30,1295000,155400,1450400
O-00537,F-00271,2025B,2025-07-20,2026-02-28,993500,119220,1112720
O-00538,F-00271,2026A,2026-01-15,2026-09-30,2007500,240900,2248400
O-00539,F-00272,2026A,2026-01-24,2026-09-30,1843000,221160,2064160
O-00540,F-00272,2025B,2025-07-06,2026-02-28,2451500,294180,2745680
O-00541,F-00272,2025A,2025-01-21,2025-09-30,1609500,193140,1802640
O-00542,F-00273,2026A,2026-02-15,2026-09-30,930000,111600,1041600
O-00543,F-00274,2025B,2025-08-04,2026-02-28,725000,87000,812000
O-00544,F-00274,2026A,2026-02-05,2026-09-30,473000,56760,529760
O-00545,F-00275,2026A,2026-02-20,2026-09-30,724000,86880,810880
O-00546,F-00276,2026A,2026-01-29,2026-09-30,1226000,147120,1373120
O-00547,F-00277,2025B,2025-08-06,2026-02-28,706000,84720,790720
O-00548,F-00277,2025A,2025-02-14,2025-09-30,163000,19560,182560
O-00549,F-00277,2026A,2026-01-31,2026-09-30,515500,61860,577360
O-00550,F-00278,2025B,2025-07-20,2026-02-28,1294000,155280,1449280
O-00551,F-00278,2026A,2026-01-18,2026-09-30,818000,98160,916160
O-00552,F-00279,2025B,2025-07-13,2026-02-28,134000,16080,150080
O-00553,F-00279,2026A,2026-02-02,2026-09-30,512000,61440,573440
O-00554,F-00280,2026A,2026-02-15,2026-09-30,221500,26580,248080
O-00555,F-00281,2025B,2025-07-20,2026-02-28,1920000,230400,2150400
O-00556,F-00281,2026A,2026-01-27,2026-09-30,1988000,238560,2226560
O-00557,F-00281,2025A,2025-02-07,2025-09-30,2115000,253800,2368800
O-00558,F-00282,2025A,2025-01-18,2025-09-30,3153000,378360,3531360
O-00559,F-00282,2025B,2025-07-26,2026-02-28,1093000,131160,1224160
O-00560,F-00283,2026A,2026-02-16,2026-09-30,1028000,123360,1151360
O-00561,F-00284,2025B,2025-07-10,2026-02-28,639000,76680,715680
O-00562,F-00285,2025B,2025-08-04,2026-02-28,327500,39300,366800
O-00563,F-00285,2026A,2026-01-29,2026-09-30,729500,87540,817040
O-00564,F-00285,2025A,2025-02-24,2025-09-30,1865000,223800,2088800
O-00565,F-00286,2026A,2026-01-15,2026-09-30,571000,68520,639520
O-00566,F-00286,2025B,2025-07-23,2026-02-28,1876500,225180,2101680
O-00567,F-00287,2026A,2026-01-14,2026-09-30,1255500,150660,1406160
O-00568,F-00287,2025B,2025-07-06,2026-02-28,2909500,349140,3258640
O-00569,F-00287,2025A,2025-02-01,2025-09-30,1596000,191520,1787520
O-00570,F-00288,2025A,2025-01-23,2025-09-30,2215500,265860,2481360
O-00571,F-00288,2026A,2026-02-06,2026-09-30,487500,58500,546000
O-00572,F-00288,2025B,2025-07-19,2026-02-28,2452000,294240,2746240
O-00573,F-00289,2026A,2026-02-02,2026-09-30,2289000,274680,2563680
O-00574,F-00289,2025B,2025-08-10,2026-02-28,810000,97200,907200
O-00575,F-00290,2025B,2025-07-20,2026-02-28,1124000,134880,1258880
O-00576,F-00291,2026A,2026-02-06,2026-09-30,1307000,156840,1463840
O-00577,F-00291,2025B,2025-08-03,2026-02-28,2486500,298380,2784880
O-00578,F-00291,2025A,2025-01-31,2025-09-30,1700000,204000,1904000
O-00579,F-00292,2025B,2025-08-10,2026-02-28,656000,78720,734720
O-00580,F-00293,2026A,2026-01-26,2026-09-30,1565000,187800,1752800
O-00581,F-00294,2025B,2025-07-24,2026-02-28,1097000,131640,1228640
O-00582,F-00294,2026A,2026-02-01,2026-09-30,1764000,211680,1975680
O-00583,F-00295,2026A,2026-01-17,2026-09-30,2009000,241080,2250080
O-00584,F-00295,2025A,2025-02-04,2025-09-30,153000,18360,171360
O-00585,F-00296,2026A,2026-02-16,2026-09-30,1911000,229320,2140320
O-00586,F-00297,2025A,2025-02-24,2025-09-30,940000,112800,1052800
O-00587,F-00297,2026A,2026-02-01,2026-09-30,90000,10800,100800
O-00588,F-00298,2026A,2026-01-20,2026-09-30,1891000,226920,2117920
O-00589,F-00298,2025B,2025-08-03,2026-02-28,1886000,226320,2112320
O-00590,F-00298,2025A,2025-01-29,2025-09-30,1218500,146220,1364720
O-00591,F-00299,2025A,2025-02-13,2025-09-30,1098000,131760,1229760
O-00592,F-00299,2025B,2025-08-06,2026-02-28,3053000,366360,3419360
O-00593,F-00300,2025A,2025-01-30,2025-09-30,861000,103320,964320
O-00594,F-00300,2026A,2026-02-01,2026-09-30,2553000,306360,2859360
O-00595,F-00300,2025B,2025-07-05,2026-02-28,1530000,183600,1713600
O-00596,F-00301,2026A,2026-01-13,2026-09-30,2232500,267900,2500400
O-00597,F-00301,2025A,2025-01-17,2025-09-30,1303000,156360,1459360
O-00598,F-00302,2025B,2025-08-03,2026-02-28,1963000,235560,2198560
O-00599,F-00302,2026A,2026-02-08,2026-09-30,1551000,186120,1737120
O-00600,F-00303,2025A,2025-01-21,2025-09-30,1826000,219120,2045120
O-00601,F-00303,2025B,2025-07-05,2026-02-28,2429500,291540,2721040
O-00602,F-00304,2025A,2025-01-25,2025-09-30,1085000,130200,1215200
O-00603,F-00304,2025B,2025-07-15,2026-02-28,778500,93420,871920
O-00604,F-00305,2025A,2025-02-17,2025-09-30,2008500,241020,2249520
O-00605,F-00306,2026A,2026-01-23,2026-09-30,1755000,210600,1965600
O-00606,F-00306,2025A,2025-02-12,2025-09-30,989000,118680,1107680
O-00607,F-00307,2025B,2025-08-04,2026-02-28,2416000,289920,2705920
O-00608,F-00308,2026A,2026-02-08,2026-09-30,137500,16500,154000
O-00609,F-00308,2025A,2025-01-17,2025-09-30,1812500,217500,2030000
O-00610,F-00308,2025B,2025-08-02,2026-02-28,2853000,342360,3195360
O-00611,F-00309,2025A,2025-02-19,2025-09-30,2107500,252900,2360400
O-00612,F-00309,2026A,2026-02-17,2026-09-30,1734000,208080,1942080
O-00613,F-00309,2025B,2025-07-25,2026-02-28,4501000,540120,5041120
O-00614,F-00310,2025A,2025-02-22,2025-09-30,185000,22200,207200
O-00615,F-00310,2026A,2026-01-13,2026-09-30,808500,97020,905520
O-00616,F-00311,2025A,2025-02-20,2025-09-30,729500,87540,817040
O-00617,F-00311,2025B,2025-07-10,2026-02-28,1171500,140580,1312080
O-00618,F-00311,2026A,2026-01-30,2026-09-30,1297500,155700,1453200
O-00619,F-00312,2025A,2025-01-16,2025-09-30,2022500,242700,2265200
O-00620,F-00313,2025B,2025-07-12,2026-02-28,772000,92640,864640
O-00621,F-00313,2026A,2026-01-23,2026-09-30,2808500,337020,3145520
O-00622,F-00314,2026A,2026-02-12,2026-09-30,2390500,286860,2677360
O-00623,F-00315,2025A,2025-02-05,2025-09-30,2879000,345480,3224480
O-00624,F-00316,2026A,2026-02-08,2026-09-30,3723500,446820,4170320
O-00625,F-00316,2025A,2025-01-26,2025-09-30,2244000,269280,2513280
O-00626,F-00316,2025B,2025-08-02,2026-02-28,1002000,120240,1122240
O-00627,F-00317,2025B,2025-07-27,2026-02-28,231000,27720,258720
O-00628,F-00317,2026A,2026-01-22,2026-09-30,804000,96480,900480
O-00629,F-00317,2025A,2025-02-07,2025-09-30,806000,96720,902720
O-00630,F-00318,2025B,2025-07-22,2026-02-28,523000,62760,585760
O-00631,F-00318,2026A,2026-01-19,2026-09-30,1150000,138000,1288000
O-00632,F-00319,2026A,2026-01-19,2026-09-30,3644500,437340,4081840
O-00633,F-00320,2025A,2025-01-15,2025-09-30,1381000,165720,1546720
O-00634,F-00320,2026A,2026-02-17,2026-09-30,2141000,256920,2397920
O-00635,F-00321,2025B,2025-07-13,2026-02-28,1815000,217800,2032800
O-00636,F-00322,2025A,2025-02-08,2025-09-30,1057000,126840,1183840
O-00637,F-00322,2026A,2026-01-28,2026-09-30,655000,78600,733600
O-00638,F-00323,2025A,2025-02-01,2025-09-30,294000,35280,329280
O-00639,F-00323,2026A,2026-01-16,2026-09-30,607500,72900,680400
O-00640,F-00323,2025B,2025-08-03,2026-02-28,2148000,257760,2405760
O-00641,F-00324,2025B,2025-08-02,2026-02-28,492000,59040,551040
O-00642,F-00325,2025B,2025-07-24,2026-02-28,467500,56100,523600
O-00643,F-00326,2025B,2025-07-25,2026-02-28,697500,83700,781200
O-00644,F-00327,2025B,2025-07-15,2026-02-28,1294500,155340,1449840
O-00645,F-00327,2026A,2026-01-14,2026-09-30,2366000,283920,2649920
O-00646,F-00327,2025A,2025-01-28,2025-09-30,230000,27600,257600
O-00647,F-00328,2025B,2025-07-13,2026-02-28,232500,27900,260400
O-00648,F-00328,2026A,2026-02-06,2026-09-30,1145000,137400,1282400
O-00649,F-00329,2026A,2026-02-09,2026-09-30,3056500,366780,3423280
O-00650,F-00330,2026A,2026-02-03,2026-09-30,1163000,139560,1302560
O-00651,F-00330,2025A,2025-02-15,2025-09-30,1863000,223560,2086560
O-00652,F-00330,2025B,2025-07-28,2026-02-28,2122000,254640,2376640
O-00653,F-00331,2026A,2026-01-28,2026-09-30,648000,77760,725760
O-00654,F-00331,2025B,2025-07-09,2026-02-28,2610000,313200,2923200
O-00655,F-00331,2025A,2025-02-05,2025-09-30,1650000,198000,1848000
O-00656,F-00332,2025B,2025-07-28,2026-02-28,945000,113400,1058400
O-00657,F-00333,2025A,2025-02-15,2025-09-30,1338000,160560,1498560
O-00658,F-00333,2025B,2025-07-19,2026-02-28,3715000,445800,4160800
O-00659,F-00334,2025B,2025-08-09,2026-02-28,120500,14460,134960
O-00660,F-00334,2026A,2026-01-18,2026-09-30,323500,38820,362320
O-00661,F-00334,2025A,2025-02-15,2025-09-30,472500,56700,529200
O-00662,F-00335,2026A,2026-01-26,2026-09-30,3119000,374280,3493280
O-00663,F-00335,2025A,2025-01-19,2025-09-30,309000,37080,346080
O-00664,F-00336,2025B,2025-07-10,2026-02-28,1020500,122460,1142960
O-00665,F-00336,2026A,2026-02-02,2026-09-30,806000,96720,902720
O-00666,F-00336,2025A,2025-01-25,2025-09-30,2447500,293700,2741200
O-00667,F-00337,2025B,2025-08-07,2026-02-28,2645000,317400,2962400
O-00668,F-00338,2026A,2026-02-14,2026-09-30,2571000,308520,2879520
O-00669,F-00338,2025A,2025-01-20,2025-09-30,930000,111600,1041600
O-00670,F-00338,2025B,2025-07-20,2026-02-28,1630000,195600,1825600
